time_s,component,altitude_m,max_temperature_K,total_mass_kg,mass_loss_rate_kg_s,velocity_m_s,max_recession_rate_mm_s
63.75,sphere.stl,63112.424178219684,941.344970703125,264.0707180336885,0.9943878936616011,7334.7637789184155,15.96681282426701
64.0,sphere.stl,63048.303191558414,944.3809814453125,263.76632907078806,1.2175558516016314,7329.097775941636,16.344081372251644
64.25,sphere.stl,62984.16229274352,946.427978515625,263.3981121341033,1.4728677467389204,7323.332186048971,16.853295552548875
64.5,sphere.stl,62920.070972127796,950.2990112304688,262.97287027835466,1.700967422994605,7317.378325155849,16.970857784931873
64.75,sphere.stl,62856.0544201486,954.3510131835938,262.5097498623963,1.8524816638337758,7311.2406005762905,17.215585583831555
65.0,sphere.stl,62792.03611141985,957.6719970703125,262.03386367159715,1.9035447631968163,7305.074159370539,17.165030644776127
65.25,sphere.stl,62727.88824858302,959.8410034179688,261.57958676453484,1.8171076282490055,7299.050117767521,17.11932095975778
65.5,sphere.stl,62663.56972755406,959.43701171875,261.1821778393314,1.5896357008136466,7293.160796210299,16.943282182079248
65.75,sphere.stl,62599.15800453429,958.5289916992188,260.848660724197,1.3340684605380209,7287.271812261413,16.16264617599086
66.0,sphere.stl,62534.7415911951,957.0380249023438,260.56363228743083,1.1401137470642686,7281.290641625537,15.722391687621815
66.25,sphere.stl,62470.34479703102,956.35400390625,260.3055978928863,1.032137578178307,7275.211762752609,15.602232575247143
66.5,sphere.stl,62405.93761190674,956.0120239257812,260.0459784396355,1.0384778130029542,7269.077570265237,16.14796129303662
66.75,sphere.stl,62341.47234478552,957.0390014648438,259.75668162052426,1.1571872764453472,7262.936375669237,16.520381978024552
67.0,sphere.stl,62276.914144961826,958.927001953125,259.43167385677225,1.3000310550078087,7256.8136702058855,17.089300365167173
67.25,sphere.stl,62212.26564898891,961.2739868164062,259.04568412192873,1.5439589393740192,7250.68801851315,17.50824016583308
67.5,sphere.stl,62147.58000838023,965.2899780273438,258.5868957307156,1.8351535648525354,7244.468061444263,17.708898342144135
67.75,sphere.stl,62082.940080361754,969.1710205078125,258.0667427430682,2.0806119505893492,7238.0194353490115,17.74762044281145
68.0,sphere.stl,62018.385209505424,973.1309814453125,257.48838049290987,2.3134490006331783,7231.273231692857,17.660336745402425
68.25,sphere.stl,61953.83323966782,975.0650024414062,256.89681776869423,2.3662508968625526,7224.347078661426,17.705605328891217
68.5,sphere.stl,61889.107586609774,974.969970703125,256.3257790189849,2.2841549988371725,7217.505034583528,18.118621116403297
68.75,sphere.stl,61824.09440218042,972.9920043945312,255.81803599632616,2.030972090635041,7210.901066825177,17.96569356966124
69.0,sphere.stl,61758.841087500805,968.947998046875,255.37104592752067,1.7879602752218506,7204.476282031503,17.893273695587087
69.25,sphere.stl,61693.47310442441,963.7219848632812,254.97234937812058,1.594786197600302,7198.085810203837,17.19049945438107
69.5,sphere.stl,61628.07056378254,965.7650146484375,254.59526979223767,1.5083183435316099,7191.649044174678,17.414339095590275
69.75,sphere.stl,61562.63994938195,968.448974609375,254.2202452129742,1.5000983170539164,7185.158286251721,18.234991452190894
70.0,sphere.stl,61497.153958953,971.8410034179688,253.82057809664474,1.5986684653179504,7178.636388302455,17.946342123973192
70.25,sphere.stl,61431.59918609583,975.8289794921875,253.37770488533494,1.7714928452391863,7172.083299573664,18.58454048948122
70.5,sphere.stl,61366.00814341779,979.5910034179688,252.8747168583302,2.0119521080188396,7165.445561558182,18.5299374013613
70.75,sphere.stl,61300.45913515748,983.4550170898438,252.31102066625888,2.2547847682852833,7158.606869006371,18.607469743826204
71.0,sphere.stl,61235.02601708369,985.7529907226562,251.69264859882725,2.473488269726498,7151.448865536931,18.576636081857924
71.25,sphere.stl,61169.68715409954,985.7780151367188,251.04988327665603,2.571061288684791,7143.976474398393,18.62984090762402
71.5,sphere.stl,61104.27619211712,986.5050048828125,250.41316285386694,2.5468816911562966,7136.400700391033,18.6288605352059
71.75,sphere.stl,61038.576714165356,985.1320190429688,249.81059219969825,2.4102826166747646,7129.00225046198,18.613361423073876
72.0,sphere.stl,60972.500380008874,986.5609741210938,249.2597447310235,2.2033898746992464,7121.893271070399,19.02664264098907
72.25,sphere.stl,60906.135468204506,985.8579711914062,248.76886075911688,1.9635358876262337,7114.979750482978,18.83514498088104
72.5,sphere.stl,60839.62552651274,985.6610107421875,248.31358923720433,1.821086087650269,7108.122018245444,18.805151424620856
72.75,sphere.stl,60773.05716993168,986.1290283203125,247.86993255172638,1.7746267419118265,7101.239998540009,18.821788099662914
73.0,sphere.stl,60706.45140290383,987.3489990234375,247.40753644582082,1.8495844236222565,7094.309761178139,18.99487648907844
73.25,sphere.stl,60639.81323863383,990.3159790039062,246.9154198813314,1.9684662579578192,7087.308161813431,19.041378372867502
73.5,sphere.stl,60573.18347899369,992.426025390625,246.36476097434127,2.202635627960324,7080.166516142995,19.07034945445887
73.75,sphere.stl,60506.65814056952,994.6810302734375,245.76222451278312,2.4101458462325507,7072.73703738375,19.115673654689328
74.0,sphere.stl,60440.34966058985,996.2150268554688,245.09831602877432,2.655633936035237,7064.864480780855,19.200132536919202
74.25,sphere.stl,60374.280934804505,995.8489990234375,244.39492614935898,2.813559517661092,7056.527804866321,19.299583354126657
74.5,sphere.stl,60308.285529957335,996.6170043945312,243.6818549194025,2.852284919825823,7047.975265671134,19.485669843932744
74.75,sphere.stl,60242.06022560327,999.2789916992188,242.99795482143765,2.735600391859492,7039.613825848645,19.49164443954822
75.0,sphere.stl,60175.3861773577,1001.0399780273438,242.36524953228678,2.5308211566033183,7031.684535321223,19.653898010779976
75.25,sphere.stl,60108.28056905947,1000.4400024414062,241.7931755771528,2.288295820535919,7024.121678943943,19.781860821931044
75.5,sphere.stl,60040.9098331977,998.7990112304688,241.27240627515658,2.083077207984986,7016.726636835019,19.468961469867565
75.75,sphere.stl,59973.42415426808,998.6810302734375,240.76857255095518,2.015334896805515,7009.355961030396,20.10790951522977
76.0,sphere.stl,59905.89375749412,999.0339965820312,240.26543626974882,2.0125451248254973,7001.943861735042,19.93271772347215
76.25,sphere.stl,59838.34569753708,1000.3699951171875,239.73201876563647,2.1336700164493916,6994.452056696875,19.926991995721576
76.5,sphere.stl,59770.82870010901,1002.9000244140625,239.14568987314033,2.3453155699847272,6986.791985545678,20.005041870963137
76.75,sphere.stl,59703.45464246183,1005.469970703125,238.49985524964313,2.5833384939886708,6978.798680020495,20.083346979136454
77.0,sphere.stl,59636.37458280809,1010.1699829101562,237.7959384190264,2.8156673224669317,6970.293047376821,20.17230351282194
77.25,sphere.stl,59569.668504180714,1014.010009765625,237.05511792776343,2.963281965051919,6961.242263375512,20.131027029270083
77.5,sphere.stl,59503.210210204954,1015.9000244140625,236.30442770122374,3.0027609061586613,6951.897829880429,20.200126200252218
77.75,sphere.stl,59436.66514061235,1015.27001953125,235.58216083706313,2.8890674566425956,6942.698212248751,20.44652164858578
