Time,Iter,Assembly_ID,Obj_name,Density,Mass,Max_stress,Yield_stress,Parent_id
90.0,300,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
90.3,301,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
90.6,302,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
90.9,303,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
91.2,304,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
91.5,305,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
91.8,306,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
92.1,307,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
92.4,308,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
92.7,309,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
93.0,310,1,Examples/Geometry/Sphere/sphere.stl,150.0,626.115105,0,0,1
